iter	Passed	Remaining
0	185	18371
1	361	17691
2	529	17123
3	700	16818
4	863	16398
5	1028	16113
6	1182	15715
7	1331	15311
8	1466	14824
9	1603	14435
10	1738	14069
11	1875	13755
12	2016	13496
13	2148	13200
14	2295	13006
15	2444	12834
16	2594	12666
17	2744	12504
18	2890	12322
19	3042	12170
20	3198	12030
21	3359	11910
22	3511	11754
23	3650	11560
24	3802	11406
25	3954	11255
26	4104	11097
27	4259	10952
28	4406	10788
29	4554	10626
30	4703	10468
31	4853	10314
32	5010	10172
33	5164	10025
