iter	Passed	Remaining
691	324817	848655
692	325266	848132
693	325721	847627
694	326167	847098
695	326689	846764
696	327424	846982
697	327862	846429
698	328325	845942
699	328795	845474
700	329242	844947
701	329667	844361
702	330283	844267
703	330760	843814
704	331195	843256
705	331680	842825
706	332075	842167
707	332574	841770
708	333212	841725
709	333674	841234
710	334146	840772
711	334601	840264
712	335028	839685
713	335472	839150
714	336201	839327
715	336635	838767
716	337045	838146
717	337494	837625
718	337942	837102
719	338402	836606
720	339043	836558
721	339514	836089
722	339978	835605
723	340434	835099
724	340872	834550
725	341308	833995
726	341917	833864
727	342470	833594
728	342924	833085
729	343374	832564
730	343827	832052
731	344244	831453
732	344911	831457
733	345470	831200
734	345907	830647
735	346442	830332
736	346910	829854
737	347348	829306
738	347987	829236
739	348457	828763
740	349003	828471
741	349451	827945
742	349920	827469
743	350403	827027
744	351111	827114
745	351596	826676
746	352047	826156
747	352479	825594
748	352906	825019
749	353342	824466
750	353946	824303
751	354411	823819
752	354904	823397
753	355369	822911
754	355800	822346
755	356284	821905
756	356927	821828
757	357341	821226
758	357791	820705
759	358263	820235
760	358727	819746
761	359153	819171
762	359806	819113
763	360278	818642
764	360727	818120
765	361197	817644
766	361655	817143
767	362150	816725
768	362772	816592
769	363229	816086
770	363659	815521
771	364093	814965
772	364534	814424
773	364957	813845
774	365580	813712
775	366035	813202
776	366623	812987
777	367780	814033
778	369372	816034
779	371198	818539
780	373212	821450
781	374913	823659
782	376176	824896
783	377924	827191
784	379757	829661
785	381390	831684
786	383328	834359
787	385175	836827
788	386630	838434
789	388037	839929
790	389781	842144
791	391176	843596
792	392265	844385
793	392702	843765
794	393168	843210
795	394243	843957
796	395886	845915
797	397453	847701
798	399270	850012
799	400821	851746
800	402457	853652
801	403936	855218
802	405714	857406
803	407201	858973
804	408919	861017
805	410360	862470
806	412110	864564
807	413935	866805
808	415428	868343
809	416918	869867
810	418709	872009
811	420300	873728
812	421830	875310
813	423467	877108
814	425029	878742
815	426410	879994
816	428021	881713
817	429439	883028
818	431250	885142
819	432958	887036
820	435028	889661
821	436776	891619
822	439008	894552
823	440805	896589
824	442430	898267
825	444485	900809
826	445932	902109
827	447273	903190
828	449112	905267
829	450480	906387
830	451972	907752
831	453655	909492
832	455368	911283
833	457074	913051
834	459047	915345
835	460545	916682
836	462071	918069
837	463785	919821
838	465336	921244
839	466918	922719
840	468913	925002
841	470527	926525
842	472096	927952
843	473761	929559
844	475420	931148
845	477024	932622
846	478705	934237
847	479996	935088
848	481718	936769
849	483248	938070
850	484602	939024
851	485884	939833
852	487724	941714
853	489228	942939
854	490841	944367
855	492417	945717
856	493844	946775
857	495152	947599
858	496852	949166
859	498408	950453
860	499989	951779
861	501637	953228
862	503213	954532
863	504373	955041
864	506335	957062
865	507837	958206
866	509144	958976
867	511041	960852
868	512627	962135
869	513796	962630
870	515521	964160
871	517152	965509
872	518820	966919
873	520451	968254
874	522281	969950
875	524091	971603
876	525955	973348
877	527637	974746
878	529228	975972
879	530876	977294
880	532222	978057
881	533901	979424
882	535582	980789
883	537201	982034
884	538686	983026
885	540191	984051
886	541487	984688
887	543149	985987
888	544992	987607
889	546909	989353
890	548464	990436
891	549929	991352
892	551310	992111
893	553113	993623
894	555037	995346
895	556767	996713
896	558062	997295
897	559704	998492
898	561407	999792
899	563092	1001053
900	564814	1002372
901	566217	1003121
902	567734	1004066
903	569083	1004710
904	570599	1005641
905	572201	1006721
906	573885	1007937
907	575377	1008812
908	576877	1009694
909	578602	1010965
910	580261	1012113
911	581969	1013342
912	583698	1014600
913	585332	1015686
914	586581	1016100
915	588140	1017047
916	589514	1017668
917	591122	1018687
918	592938	1020060
919	594690	1021317
920	596297	1022316
921	597977	1023437
922	599674	1024579
923	601118	1025284
924	602642	1026121
925	604216	1027037
926	605606	1027637
927	607402	1028918
928	609026	1029903
929	610612	1030818
930	612426	1032113
931	614193	1033321
932	615763	1034192
933	617592	1035493
934	619078	1036211
935	620691	1037138
936	622649	1038635
937	624269	1039561
938	625947	1040580
939	627923	1042085
940	629364	1042698
941	631138	1043857
942	633146	1045396
943	634434	1045741
944	635973	1046495
945	637671	1047507
946	639001	1047909
947	640577	1048709
948	642379	1049873
949	644033	1050792
950	645528	1051445
951	646900	1051893
952	648807	1053205
953	650376	1053963
954	652227	1055174
955	653924	1056128
956	655739	1057268
957	657498	1058312
958	659562	1059839
959	661421	1061030
960	663955	1063295
961	665470	1063922
962	666783	1064222
963	668188	1064665
964	669698	1065271
965	671153	1065785
966	673200	1067235
967	674881	1068097
968	676536	1068913
969	678356	1069984
970	679794	1070449
971	681276	1070977
972	683227	1072239
973	684889	1073039
974	686610	1073929
975	688092	1074439
976	689802	1075300
977	691397	1075978
978	693082	1076791
979	694613	1077359
980	696092	1077843
981	697713	1078543
982	699215	1079053
983	700722	1079569
984	702670	1080756
985	704156	1081230
986	705784	1081916
987	707507	1082744
988	709041	1083278
989	710838	1084208
990	712625	1085117
991	714281	1085823
992	716028	1086662
993	717133	1086521
994	718453	1086706
995	719757	1086863
996	721643	1087894
997	723219	1088452
998	725040	1089374
999	726802	1090204
1000	728423	1090815
1001	730031	1091404
1002	731894	1092369
1003	733603	1093098
1004	735298	1093802
1005	736729	1094109
1006	738300	1094619
1007	739873	1095130
1008	741846	1096226
1009	743559	1096934
1010	745150	1097457
1011	746616	1097791
1012	748097	1098145
1013	749324	1098122
1014	751363	1099286
1015	752945	1099774
1016	754615	1100388
1017	756212	1100891
1018	757833	1101424
1019	759490	1102005
1020	761133	1102562
1021	762616	1102883
1022	764394	1103627
1023	765918	1103999
1024	767494	1104442
1025	769003	1104786
1026	771063	1105917
1027	772214	1105739
1028	773874	1106286
1029	775423	1106673
1030	777394	1107655
1031	778796	1107822
1032	780538	1108470
1033	782232	1109045
1034	783839	1109492
1035	785321	1109758
1036	787017	1110324
1037	788484	1110562
1038	790313	1111307
1039	792050	1111917
1040	793766	1112492
1041	795643	1113290
1042	797106	1113503
1043	798674	1113860
1044	800320	1114322
1045	801944	1114748
1046	803628	1115255
1047	805364	1115829
1048	806960	1116205
1049	808164	1116036
1050	810456	1117365
1051	812134	1117843
1052	813612	1118041
1053	815096	1118244
1054	816459	1118279
1055	817814	1118299
1056	819596	1118901
1057	821210	1119267
1058	822760	1119544
1059	824177	1119636
1060	825916	1120163
1061	827659	1120692
1062	829357	1121154
1063	830996	1121533
1064	832796	1122124
1065	834382	1122423
1066	836067	1122853
1067	837734	1123254
1068	839615	1123937
1069	841308	1124365
1070	843102	1124924
1071	844542	1125006
1072	846223	1125405
1073	847648	1125462
1074	849343	1125874
1075	850913	1126115
1076	852679	1126613
1077	854408	1127058
1078	855825	1127087
1079	857557	1127528
1080	859452	1128180
1081	861202	1128637
1082	862690	1128746
1083	864087	1128733
1084	865875	1129229
1085	867847	1129960
1086	869538	1130319
1087	871003	1130382
1088	872510	1130498
1089	874327	1131011
1090	876130	1131501
1091	878120	1132228
1092	879978	1132781
1093	881494	1132890
1094	883381	1133471
1095	885155	1133904
1096	886633	1133953
1097	888493	1134488
1098	890116	1134716
1099	891561	1134714
1100	892919	1134600
1101	894597	1134889
1102	896276	1135175
1103	897929	1135425
1104	899793	1135938
1105	901391	1136111
1106	902921	1136196
1107	904704	1136596
1108	906167	1136590
1109	907645	1136601
1110	909616	1137225
1111	911098	1137234
1112	912509	1137152
1113	914285	1137521
1114	915719	1137463
1115	917397	1137704
1116	919293	1138212
1117	920653	1138052
1118	922289	1138231
1119	923646	1138064
1120	925011	1137904
1121	926659	1138090
1122	928325	1138293
1123	929786	1138243
1124	931253	1138198
1125	932633	1138045
1126	934169	1138079
1127	935671	1138068
1128	937357	1138278
1129	938943	1138364
1130	940739	1138702
1131	942310	1138763
1132	944056	1139033
1133	945932	1139456
1134	947947	1140042
1135	949830	1140465
1136	951218	1140291
1137	952825	1140375
1138	954158	1140131
1139	955538	1139941
1140	957201	1140085
1141	958934	1140309
1142	960682	1140548
1143	962190	1140498
1144	963512	1140226
1145	964918	1140051
1146	966766	1140396
1147	968373	1140454
1148	970030	1140566
1149	971337	1140265
1150	973078	1140472
1151	974618	1140439
1152	976346	1140623
1153	977724	1140396
1154	979547	1140685
1155	981212	1140786
1156	982746	1140733
1157	984595	1141042
1158	986209	1141075
1159	987895	1141189
1160	989367	1141053
1161	990920	1141008
1162	992993	1141558
1163	994538	1141497
1164	996556	1141977
1165	998212	1142036
1166	1000114	1142376
1167	1001649	1142292
1168	1003043	1142044
1169	1004886	1142306
1170	1006558	1142370
1171	1008295	1142505
1172	1010059	1142667
1173	1011377	1142322
1174	1012778	1142068
1175	1014570	1142254
1176	1016455	1142540
1177	1018100	1142554
1178	1019843	1142675
1179	1021410	1142594
1180	1023266	1142835
1181	1024689	1142589
1182	1026539	1142816
1183	1028449	1143108
1184	1030010	1143007
1185	1031380	1142693
1186	1032940	1142586
1187	1034444	1142416
1188	1036305	1142637
1189	1038136	1142822
1190	1039675	1142682
1191	1041380	1142722
1192	1043188	1142872
1193	1044787	1142790
1194	1046351	1142668
1195	1047983	1142617
1196	1049748	1142708
1197	1051416	1142691
1198	1052884	1142454
1199	1054357	1142220
1200	1056050	1142223
1201	1057460	1141916
1202	1059108	1141864
1203	1060906	1141972
1204	1062606	1141971
1205	1063723	1141341
1206	1065743	1141678
1207	1067288	1141504
1208	1068922	1141422
1209	1070758	1141551
1210	1072380	1141452
1211	1074091	1141443
1212	1075957	1141597
1213	1077462	1141364
1214	1079089	1141258
1215	1080663	1141095
1216	1082112	1140797
1217	1083928	1140883
1218	1085821	1141047
1219	1087589	1141077
1220	1089037	1140768
1221	1090248	1140211
1222	1091837	1140046
1223	1093492	1139948
1224	1095127	1139827
1225	1097064	1140016
1226	1098684	1139874
1227	1100239	1139661
1228	1101677	1139325
1229	1103058	1138929
1230	1105121	1139235
1231	1106409	1138740
1232	1107819	1138367
1233	1109306	1138072
1234	1110802	1137785
1235	1112285	1137483
1236	1114099	1137515
1237	1115732	1137362
1238	1117124	1136959
1239	1118336	1136374
1240	1119875	1136118
1241	1121486	1135934
1242	1123287	1135938
1243	1124811	1135661
1244	1126430	1135478
1245	1127877	1135119
1246	1129302	1134736
1247	1130591	1134214
1248	1132488	1134301
1249	1134005	1134005
1250	1135613	1133798
1251	1137087	1133454
1252	1138237	1132787
1253	1139867	1132595
1254	1141516	1132420
1255	1143266	1132343
1256	1145170	1132416
1257	1146708	1132124
1258	1148276	1131859
1259	1149948	1131695
1260	1151651	1131559
1261	1153232	1131300
1262	1154851	1131077
1263	1156540	1130921
1264	1157805	1130347
1265	1159561	1130252
1266	1161243	1130081
1267	1162764	1129752
1268	1164313	1129448
1269	1166000	1129275
1270	1167587	1129004
1271	1169056	1128617
1272	1170632	1128331
1273	1172370	1128199
1274	1174048	1128007
1275	1175654	1127743
1276	1177263	1127480
1277	1178949	1127290
1278	1180910	1127358
1279	1182517	1127087
1280	1184231	1126914
1281	1185814	1126615
1282	1187283	1126207
1283	1188822	1125863
1284	1191181	1126292
1285	1192774	1125994
1286	1194171	1125509
1287	1195616	1125067
1288	1196990	1124558
1289	1198343	1124027
1290	1200335	1124094
1291	1201942	1123797
1292	1203398	1123358
1293	1205096	1123142
1294	1206997	1123113
1295	1208517	1122727
1296	1210325	1122607
1297	1211823	1122196
1298	1213220	1121691
1299	1214739	1121298
1300	1216344	1120981
1301	1217897	1120615
1302	1219425	1120223
1303	1221034	1119905
1304	1222509	1119462
1305	1224340	1119343
1306	1225916	1118989
1307	1227373	1118524
1308	1229131	1118331
1309	1230693	1117958
1310	1232142	1117481
1311	1233743	1117139
1312	1235374	1116823
1313	1236995	1116496
1314	1238873	1116399
1315	1240393	1115977
1316	1242003	1115633
1317	1243442	1115135
1318	1245040	1114778
1319	1246341	1114153
1320	1248158	1113988
1321	1249622	1113506
1322	1251205	1113128
1323	1252556	1112542
1324	1254701	1112659
1325	1256244	1112240
1326	1258080	1112078
1327	1259871	1111874
1328	1261396	1111434
1329	1263006	1111066
1330	1264657	1110731
1331	1266139	1110248
1332	1267651	1109789
1333	1269117	1109288
1334	1270628	1108825
1335	1272027	1108263
1336	1273508	1107771
1337	1274867	1107172
1338	1276475	1106787
1339	1277966	1106299
1340	1279498	1105845
1341	1280637	1105050
1342	1281813	1104287
1343	1283092	1103612
1344	1284511	1103056
1345	1285754	1102348
1346	1286935	1101586
1347	1288209	1100903
1348	1289604	1100322
1349	1290988	1099730
1350	1292588	1099321
1351	1294141	1098871
1352	1295994	1098673
1353	1297925	1098539
1354	1300004	1098527
1355	1302073	1098504
1356	1304067	1098415
1357	1305435	1097795
1358	1307005	1097346
1359	1308382	1096732
1360	1309671	1096044
1361	1311165	1095526
1362	1312601	1094957
1363	1313820	1094208
1364	1315223	1093610
1365	1316567	1092962
1366	1318138	1092502
1367	1319527	1091889
1368	1320874	1091241
1369	1322407	1090745
1370	1323576	1089947
1371	1324936	1089305
1372	1326224	1088604
1373	1327725	1088077
1374	1329430	1087716
1375	1330889	1087151
1376	1332135	1086411
1377	1333233	1085549
1378	1334408	1084751
1379	1335809	1084134
1380	1337396	1083668
1381	1338752	1083014
1382	1340018	1082285
1383	1341238	1081519
1384	1342330	1080648
1385	1343869	1080137
1386	1345594	1079774
1387	1346806	1078997
1388	1348037	1078236
1389	1349253	1077461
1390	1350595	1076786
1391	1351849	1076041
1392	1353480	1075594
1393	1354966	1075030
1394	1356144	1074222
1395	1357696	1073708
1396	1359050	1073037
1397	1360276	1072263
1398	1362016	1071893
1399	1363467	1071296
1400	1364584	1070434
1401	1365806	1069654
1402	1367124	1068948
1403	1368464	1068259
1404	1370159	1067846
1405	1371502	1067157
1406	1372909	1066517
1407	1374307	1065869
1408	1375596	1065135
1409	1376885	1064401
1410	1378487	1063907
1411	1379795	1063184
1412	1381511	1062776
1413	1382990	1062183
1414	1384375	1061517
1415	1385617	1060740
1416	1387238	1060253
1417	1388311	1059346
1418	1389692	1058673
1419	1391017	1057956
1420	1392338	1057236
1421	1393633	1056495
1422	1395234	1055985
1423	1396690	1055364
1424	1398008	1054637
1425	1399176	1053797
1426	1400233	1052873
1427	1401889	1052399
1428	1403422	1051830
1429	1404963	1051266
1430	1406342	1050579
1431	1407694	1049872
1432	1408907	1049060
1433	1410022	1048175
1434	1411668	1047684
1435	1412737	1046763
1436	1414126	1046079
1437	1415664	1045504
1438	1416956	1044746
1439	1418319	1044040
1440	1419719	1043360
1441	1421173	1042719
1442	1422602	1042058
1443	1424173	1041500
1444	1425546	1040796
1445	1426961	1040122
1446	1428817	1039768
1447	1430108	1039001
1448	1431553	1038345
1449	1433008	1037696
1450	1434556	1037111
1451	1435915	1036390
1452	1437413	1035768
1453	1438900	1035137
1454	1440275	1034424
1455	1441609	1033681
1456	1443321	1033208
1457	1444756	1032535
1458	1446183	1031855
1459	1447497	1031094
1460	1448826	1030342
1461	1450090	1029544
1462	1451660	1028962
1463	1453193	1028352
1464	1455314	1028157
1465	1456693	1027436
1466	1457972	1026642
1467	1459502	1026026
1468	1460973	1025366
1469	1462150	1024500
1470	1463821	1023978
1471	1465214	1023261
1472	1466698	1022606
1473	1467989	1021816
1474	1469167	1020946
1475	1470448	1020148
1476	1472199	1019674
1477	1473587	1018948
1478	1474853	1018137
1479	1476283	1017438
1480	1477961	1016909
1481	1479422	1016229
1482	1481004	1015631
1483	1482534	1014996
1484	1483776	1014163
1485	1485328	1013541
1486	1486612	1012736
1487	1487955	1011969
1488	1489387	1011263
1489	1490730	1010495
1490	1492159	1009784
1491	1493509	1009019
1492	1494826	1008231
1493	1496100	1007414
1494	1497902	1006951
1495	1499299	1006214
1496	1500456	1005315
1497	1501917	1004620
1498	1503404	1003940
1499	1504796	1003197
1500	1506313	1002536
1501	1507765	1001830
1502	1509318	1001191
1503	1510598	1000370
1504	1512024	999644
1505	1513301	998819
1506	1514773	998122
1507	1516108	997333
1508	1517491	996576
1509	1518860	995809
1510	1520341	995114
1511	1521761	994378
1512	1523486	993840
1513	1525189	993287
1514	1526672	992589
1515	1527976	991773
1516	1529267	990949
